timestamp,zone_id,zone_name,forecast_demand,step_hour
2026-06-07 14:00:00,2,Arbat,82.71013641357422,1
2026-06-07 14:00:00,10,Domodedovo,123.40965270996094,1
2026-06-07 14:00:00,6,Khamovniki,91.37492370605469,1
2026-06-07 14:00:00,12,Kuzminki,56.1279411315918,1
2026-06-07 14:00:00,3,Moscow City,144.0416259765625,1
2026-06-07 14:00:00,8,Sheremetyevo,140.2079315185547,1
2026-06-07 14:00:00,4,Sokolniki,59.759132385253906,1
2026-06-07 14:00:00,5,Tagansky,73.6019515991211,1
2026-06-07 14:00:00,1,Tverskoy,117.66831970214844,1
2026-06-07 14:00:00,7,VDNH,61.44707107543945,1
2026-06-07 14:00:00,9,Vnukovo,100.15518188476562,1
2026-06-07 14:00:00,11,Yasenevo,45.613929748535156,1
2026-06-07 15:00:00,2,Arbat,86.86868286132812,2
2026-06-07 15:00:00,10,Domodedovo,125.4570083618164,2
2026-06-07 15:00:00,6,Khamovniki,96.96702575683594,2
2026-06-07 15:00:00,12,Kuzminki,59.38429260253906,2
2026-06-07 15:00:00,3,Moscow City,154.34976196289062,2
2026-06-07 15:00:00,8,Sheremetyevo,142.4239044189453,2
2026-06-07 15:00:00,4,Sokolniki,63.40210723876953,2
2026-06-07 15:00:00,5,Tagansky,77.66461181640625,2
2026-06-07 15:00:00,1,Tverskoy,125.20183563232422,2
2026-06-07 15:00:00,7,VDNH,65.22496795654297,2
2026-06-07 15:00:00,9,Vnukovo,102.11862182617188,2
2026-06-07 15:00:00,11,Yasenevo,47.95636749267578,2
2026-06-07 16:00:00,2,Arbat,91.04594421386719,3
2026-06-07 16:00:00,10,Domodedovo,128.904541015625,3
2026-06-07 16:00:00,6,Khamovniki,102.68890380859375,3
2026-06-07 16:00:00,12,Kuzminki,63.30311584472656,3
2026-06-07 16:00:00,3,Moscow City,165.75196838378906,3
2026-06-07 16:00:00,8,Sheremetyevo,146.30392456054688,3
2026-06-07 16:00:00,4,Sokolniki,67.01721954345703,3
2026-06-07 16:00:00,5,Tagansky,82.05671691894531,3
2026-06-07 16:00:00,1,Tverskoy,132.5281524658203,3
2026-06-07 16:00:00,7,VDNH,69.4245834350586,3
2026-06-07 16:00:00,9,Vnukovo,105.52851104736328,3
2026-06-07 16:00:00,11,Yasenevo,50.86665725708008,3
2026-06-07 17:00:00,2,Arbat,95.09040832519531,4
2026-06-07 17:00:00,10,Domodedovo,133.62832641601562,4
2026-06-07 17:00:00,6,Khamovniki,107.78656005859375,4
2026-06-07 17:00:00,12,Kuzminki,66.74981689453125,4
2026-06-07 17:00:00,3,Moscow City,176.59384155273438,4
2026-06-07 17:00:00,8,Sheremetyevo,151.4647216796875,4
2026-06-07 17:00:00,4,Sokolniki,69.99415588378906,4
2026-06-07 17:00:00,5,Tagansky,86.04414367675781,4
2026-06-07 17:00:00,1,Tverskoy,139.3236541748047,4
2026-06-07 17:00:00,7,VDNH,73.537841796875,4
2026-06-07 17:00:00,9,Vnukovo,110.25983428955078,4
2026-06-07 17:00:00,11,Yasenevo,53.871803283691406,4
2026-06-07 18:00:00,2,Arbat,98.8153076171875,5
2026-06-07 18:00:00,10,Domodedovo,138.73593139648438,5
2026-06-07 18:00:00,6,Khamovniki,110.70066833496094,5
2026-06-07 18:00:00,12,Kuzminki,68.27501678466797,5
2026-06-07 18:00:00,3,Moscow City,183.76808166503906,5
2026-06-07 18:00:00,8,Sheremetyevo,157.19175720214844,5
2026-06-07 18:00:00,4,Sokolniki,71.33641815185547,5
2026-06-07 18:00:00,5,Tagansky,88.86569213867188,5
2026-06-07 18:00:00,1,Tverskoy,145.23985290527344,5
2026-06-07 18:00:00,7,VDNH,76.26263427734375,5
2026-06-07 18:00:00,9,Vnukovo,115.49576568603516,5
2026-06-07 18:00:00,11,Yasenevo,56.350467681884766,5
2026-06-07 19:00:00,2,Arbat,102.37117767333984,6
2026-06-07 19:00:00,10,Domodedovo,144.68540954589844,6
2026-06-07 19:00:00,6,Khamovniki,111.75296020507812,6
2026-06-07 19:00:00,12,Kuzminki,68.0664291381836,6
2026-06-07 19:00:00,3,Moscow City,182.64439392089844,6
2026-06-07 19:00:00,8,Sheremetyevo,163.63951110839844,6
2026-06-07 19:00:00,4,Sokolniki,70.58861541748047,6
2026-06-07 19:00:00,5,Tagansky,89.8071060180664,6
2026-06-07 19:00:00,1,Tverskoy,151.05516052246094,6
2026-06-07 19:00:00,7,VDNH,77.49505615234375,6
2026-06-07 19:00:00,9,Vnukovo,121.10596466064453,6
2026-06-07 19:00:00,11,Yasenevo,57.61465835571289,6
2026-06-07 20:00:00,2,Arbat,105.1245346069336,7
2026-06-07 20:00:00,10,Domodedovo,151.0368194580078,7
2026-06-07 20:00:00,6,Khamovniki,110.4511947631836,7
2026-06-07 20:00:00,12,Kuzminki,66.58480834960938,7
2026-06-07 20:00:00,3,Moscow City,176.5651397705078,7
2026-06-07 20:00:00,8,Sheremetyevo,170.49508666992188,7
2026-06-07 20:00:00,4,Sokolniki,68.6470718383789,7
2026-06-07 20:00:00,5,Tagansky,88.43927001953125,7
2026-06-07 20:00:00,1,Tverskoy,155.0361785888672,7
2026-06-07 20:00:00,7,VDNH,76.98725891113281,7
2026-06-07 20:00:00,9,Vnukovo,126.76547241210938,7
2026-06-07 20:00:00,11,Yasenevo,56.92512130737305,7
2026-06-07 21:00:00,2,Arbat,105.9701919555664,8
2026-06-07 21:00:00,10,Domodedovo,157.12313842773438,8
2026-06-07 21:00:00,6,Khamovniki,107.48487091064453,8
2026-06-07 21:00:00,12,Kuzminki,64.69998168945312,8
2026-06-07 21:00:00,3,Moscow City,167.27561950683594,8
2026-06-07 21:00:00,8,Sheremetyevo,176.9629364013672,8
2026-06-07 21:00:00,4,Sokolniki,66.28759002685547,8
2026-06-07 21:00:00,5,Tagansky,85.02368927001953,8
2026-06-07 21:00:00,1,Tverskoy,155.64256286621094,8
2026-06-07 21:00:00,7,VDNH,74.83915710449219,8
2026-06-07 21:00:00,9,Vnukovo,131.91064453125,8
2026-06-07 21:00:00,11,Yasenevo,55.10575485229492,8
2026-06-07 22:00:00,2,Arbat,105.45869445800781,9
2026-06-07 22:00:00,10,Domodedovo,161.44564819335938,9
2026-06-07 22:00:00,6,Khamovniki,103.06688690185547,9
2026-06-07 22:00:00,12,Kuzminki,62.102664947509766,9
2026-06-07 22:00:00,3,Moscow City,157.45364379882812,9
2026-06-07 22:00:00,8,Sheremetyevo,181.7375946044922,9
2026-06-07 22:00:00,4,Sokolniki,63.61200714111328,9
2026-06-07 22:00:00,5,Tagansky,81.19847869873047,9
2026-06-07 22:00:00,1,Tverskoy,153.92942810058594,9
2026-06-07 22:00:00,7,VDNH,71.91509246826172,9
2026-06-07 22:00:00,9,Vnukovo,135.74234008789062,9
2026-06-07 22:00:00,11,Yasenevo,52.60179901123047,9
2026-06-07 23:00:00,2,Arbat,102.82837677001953,10
2026-06-07 23:00:00,10,Domodedovo,163.74899291992188,10
2026-06-07 23:00:00,6,Khamovniki,98.57908630371094,10
2026-06-07 23:00:00,12,Kuzminki,59.24635696411133,10
2026-06-07 23:00:00,3,Moscow City,149.1522979736328,10
2026-06-07 23:00:00,8,Sheremetyevo,184.7303924560547,10
2026-06-07 23:00:00,4,Sokolniki,60.340118408203125,10
2026-06-07 23:00:00,5,Tagansky,77.92919921875,10
2026-06-07 23:00:00,1,Tverskoy,148.51463317871094,10
2026-06-07 23:00:00,7,VDNH,68.95874786376953,10
2026-06-07 23:00:00,9,Vnukovo,137.86082458496094,10
2026-06-07 23:00:00,11,Yasenevo,50.22658157348633,10
2026-06-08 00:00:00,2,Arbat,99.69295501708984,11
2026-06-08 00:00:00,10,Domodedovo,164.4153289794922,11
2026-06-08 00:00:00,6,Khamovniki,94.93854522705078,11
2026-06-08 00:00:00,12,Kuzminki,56.67327117919922,11
2026-06-08 00:00:00,3,Moscow City,142.18507385253906,11
2026-06-08 00:00:00,8,Sheremetyevo,184.96292114257812,11
2026-06-08 00:00:00,4,Sokolniki,57.2738037109375,11
2026-06-08 00:00:00,5,Tagansky,75.2982177734375,11
2026-06-08 00:00:00,1,Tverskoy,142.70751953125,11
2026-06-08 00:00:00,7,VDNH,66.39618682861328,11
2026-06-08 00:00:00,9,Vnukovo,137.94129943847656,11
2026-06-08 00:00:00,11,Yasenevo,48.58262634277344,11
